air humidity (%);temperature level (F);pH
54,2;68,0;6,3
87,2;71,0;7,7
17,2;46,0;7,3
6,8;39,0;9,0
23,9;48,0;7,7
43,0;35,0;7,3
8,0;58,0;7,1
14,4;57,0;7,8
41,8;43,0;8,4
41,2;42,0;8,8
47,7;40,0;8,7
79,9;54,0;7,9
15,5;35,0;8,4
34,3;44,0;8,9
30,2;49,0;7,6
82,8;50,0;7,3
81,3;72,0;7,4
1,9;55,0;6,5
34,9;61,0;7,6
3,9;40,0;7,7
8,2;40,0;8,5
32,9;77,0;6,0
40,0;57,0;8,4
,4;54,0;7,8
1,5;82,0;7,8
38,5;56,0;7,6
27,6;57,0;8,0
80,6;70,0;6,3
14,3;56,0;8,7
40,1;64,0;7,3
50,8;54,0;6,3
14,2;59,0;7,6
87,9;50,0;6,9
9,6;33,0;7,2
13,5;43,0;7,2
57,8;57,0;6,8
34,3;60,0;6,2
69,0;68,0;6,5
34,5;43,0;8,0
81,2;77,0;6,5
55,9;57,0;6,9
14,9;33,0;8,2
38,9;83,0;7,6
75,8;75,0;6,0
71,6;79,0;6,6
75,1;45,0;7,8
15,0;40,0;7,8
18,8;35,0;7,8
86,2;67,0;6,8
26,5;52,0;8,0
60,7;39,0;6,8
75,3;77,0;7,8
56,8;83,0;7,3
75,4;77,0;7,0
68,9;71,0;6,4
41,0;63,0;7,6
84,6;51,0;6,9
70,7;51,0;6,7
81,5;55,0;7,6
22,9;45,0;7,8
46,1;71,0;7,5
50,6;54,0;6,7
35,4;50,0;6,8
42,5;46,0;8,3
56,0;58,0;6,5
73,0;63,0;7,7
82,2;51,0;6,6
41,0;40,0;7,5
79,9;60,0;7,9
24,6;52,0;9,0
20,8;50,0;8,8
44,5;38,0;7,2
40,4;55,0;8,1
14,6;36,0;8,6
69,3;59,0;7,3
50,5;81,0;6,4
30,2;38,0;7,1
19,4;44,0;7,4
43,2;47,0;7,2
47,4;62,0;7,2
2,2;34,0;7,5
14,2;55,0;7,5
9,9;44,0;8,1
31,2;35,0;7,6
9,1;48,0;7,9
62,1;59,0;7,0
69,2;77,0;6,3
57,4;80,0;6,6
12,1;51,0;8,0
34,2;54,0;7,8
88,1;69,0;6,6
38,9;70,0;8,3
29,5;46,0;7,3
42,2;82,0;8,0
61,0;65,0;6,4
44,7;58,0;7,9
63,8;43,0;6,4
31,0;39,0;8,1
9,6;57,0;7,9
79,1;81,0;7,6
40,3;42,0;7,3
46,9;54,0;7,5
44,7;71,0;6,7
50,0;45,0;7,0
37,1;69,0;6,4
57,7;55,0;7,0
26,1;47,0;6,9
50,5;63,0;6,8
37,1;74,0;7,0
19,2;49,0;7,3
42,1;32,0;7,8
13,7;45,0;7,3
15,0;34,0;7,0
12,7;54,0;8,9
60,2;68,0;7,9
83,4;70,0;7,5
5,3;56,0;8,4
86,4;67,0;6,4
,1;45,0;8,8
17,3;46,0;8,2
48,7;56,0;6,7
9,7;54,0;8,3
40,9;53,0;8,6
11,6;49,0;8,4
11,7;52,0;7,1
89,2;54,0;7,3
6,9;42,0;8,6
20,1;34,0;7,5
48,3;78,0;8,0
31,8;43,0;7,4
35,6;54,0;6,0
44,2;71,0;6,8
,7;65,0;6,7
34,9;51,0;7,7
36,5;63,0;6,7
50,8;80,0;6,9
88,4;46,0;7,5
34,5;43,0;7,8
53,4;79,0;6,5
29,5;37,0;8,6
74,0;56,0;8,9
37,9;60,0;6,7
43,1;51,0;6,7
7,6;36,0;8,7
70,2;71,0;7,4
50,0;48,0;7,1
5,9;42,0;8,9
9,5;55,0;8,2
74,4;65,0;6,9
16,3;49,0;8,5
28,9;33,0;7,1
84,0;73,0;7,4
68,2;75,0;6,8
78,1;60,0;6,8
29,8;34,0;8,7
5,7;33,0;7,2
55,5;35,0;7,1
22,4;76,0;7,8
25,3;46,0;8,7
27,4;39,0;8,7
35,7;79,0;7,5
58,2;69,0;7,3
74,6;67,0;6,7
58,3;50,0;7,8
49,4;51,0;7,8
3,5;38,0;8,9
22,3;55,0;7,3
57,9;78,0;7,1
81,2;57,0;6,9
29,3;41,0;8,6
54,6;73,0;7,1
46,8;33,0;7,4
49,5;79,0;6,0
18,5;59,0;8,4
49,8;57,0;7,6
71,9;59,0;8,0
35,2;53,0;8,1
59,1;81,0;6,4
10,4;54,0;8,9
32,7;40,0;7,7
45,2;43,0;7,6
6,1;46,0;7,1
41,2;63,0;7,9
46,7;36,0;7,9
46,7;47,0;8,6
81,8;73,0;6,9
47,7;55,0;8,9
25,3;33,0;7,3
69,2;75,0;7,9
50,8;77,0;7,2
51,7;67,0;7,6
4,4;53,0;7,7
58,7;72,0;6,2
43,1;32,0;7,2
45,1;33,0;8,1
48,3;44,0;8,0
61,1;52,0;7,8
65,6;74,0;7,8
41,1;49,0;7,7
37,9;82,0;8,8
75,7;64,0;7,5
41,4;79,0;7,4
2,6;54,0;7,0
36,0;61,0;6,3
29,2;50,0;8,3
25,7;72,0;7,5
40,6;50,0;6,7
45,4;53,0;7,0
85,9;78,0;8,7
65,8;74,0;6,4
,9;32,0;7,5
17,3;55,0;7,6
34,8;56,0;7,8
44,6;57,0;6,7
21,2;54,0;8,7
55,2;59,0;7,9
70,1;59,0;7,6
31,4;55,0;6,9
72,8;60,0;7,3
79,7;64,0;6,4
3,5;43,0;8,3
68,5;53,0;6,8
66,1;66,0;6,1
33,9;68,0;7,4
39,7;41,0;6,7
8,9;55,0;8,2
39,4;33,0;6,6
,6;57,0;7,0
70,4;82,0;7,8
30,8;56,0;7,1
55,5;56,0;7,4
30,0;37,0;6,3
12,3;32,0;8,0
77,8;80,0;7,5
43,6;55,0;7,2
39,5;49,0;8,0
60,3;50,0;6,8
5,3;42,0;7,7
32,0;71,0;7,8
58,7;64,0;7,6
56,2;65,0;7,2
23,7;33,0;7,5
29,3;61,0;8,3
30,3;60,0;7,7
36,3;32,0;7,3
6,8;59,0;8,0
37,2;70,0;7,6
3,5;36,0;7,4
80,9;61,0;7,8
67,4;66,0;7,4
50,0;43,0;8,0
34,4;75,0;7,4
17,4;54,0;7,9
11,9;69,0;8,5
25,3;54,0;8,4
3,3;45,0;7,3
46,2;80,0;6,7
42,0;80,0;7,3
45,1;75,0;7,1
46,5;42,0;7,7
59,1;72,0;7,3
4,1;36,0;9,0
,4;38,0;8,8
22,9;58,0;7,3
40,1;54,0;8,7
14,5;37,0;8,1
7,3;44,0;7,5
5,4;83,0;6,6
45,3;74,0;7,1
25,1;35,0;8,8
78,3;57,0;7,6
80,1;69,0;6,3
46,4;45,0;8,2
48,6;55,0;7,6
56,3;72,0;7,0
36,7;33,0;6,7
,4;41,0;7,0
35,6;74,0;7,7
65,1;54,0;7,7
66,8;71,0;8,0
55,4;63,0;7,4
52,5;81,0;6,0
31,3;42,0;7,6
5,5;48,0;7,3
16,4;72,0;8,4
84,6;74,0;6,7
5,7;46,0;7,8
89,8;61,0;7,7
74,0;69,0;7,4
44,2;61,0;6,3
47,6;67,0;7,7
75,4;65,0;7,0
64,2;81,0;6,4
47,5;82,0;8,0
51,0;51,0;7,1
25,9;39,0;8,7
19,1;47,0;6,8
52,2;70,0;7,0
19,0;33,0;8,4
26,7;53,0;7,4
8,3;44,0;6,6
46,5;53,0;8,9
64,0;75,0;7,1
85,0;77,0;6,3
65,4;62,0;6,8
3,4;38,0;8,5
48,7;40,0;7,9
30,3;53,0;6,8
49,0;65,0;7,8
46,8;51,0;8,4
65,0;78,0;7,0
85,7;73,0;6,7
17,4;42,0;8,3
47,7;54,0;6,9
87,7;58,0;6,8
32,5;53,0;8,2
72,2;83,0;6,8
74,9;56,0;7,2
9,5;44,0;7,4
68,2;84,0;7,1
77,6;79,0;8,0
35,1;53,0;8,1
47,3;65,0;7,6
24,4;55,0;8,9
9,0;58,0;7,0
63,4;77,0;7,5
73,8;57,0;7,5
26,8;49,0;7,4
31,3;38,0;8,4
31,6;54,0;8,4
87,6;74,0;7,5
68,9;59,0;7,0
30,2;60,0;7,0
48,2;63,0;7,4
48,5;33,0;7,0
29,0;55,0;7,9
28,2;45,0;8,9
52,3;57,0;6,3
30,9;61,0;6,3
18,7;59,0;8,2
25,2;41,0;8,7
80,8;82,0;8,0
4,6;61,0;6,7
88,6;75,0;6,3
41,3;78,0;7,8
43,9;73,0;7,1
5,3;49,0;8,2
67,5;51,0;6,1
36,8;59,0;7,7
8,9;50,0;8,1
88,6;83,0;7,2
56,3;83,0;7,0
38,0;56,0;6,1
35,0;34,0;7,3
47,0;59,0;7,8
46,7;77,0;6,4
9,6;35,0;7,7
41,1;58,0;6,7
37,0;83,0;7,8
73,3;63,0;8,0
22,5;48,0;8,8
79,9;67,0;7,2
39,2;36,0;8,4
42,8;52,0;7,6
48,0;43,0;8,7
68,9;64,0;7,9
64,7;64,0;6,9
83,1;76,0;7,7
34,6;32,0;8,0
41,8;54,0;8,2
6,3;51,0;8,9
30,5;36,0;8,3
39,4;59,0;7,6
30,7;78,0;7,9
37,8;68,0;7,2
47,6;59,0;8,6
13,8;48,0;7,5
28,9;45,0;7,5
27,3;47,0;6,8
53,8;79,0;6,7
39,4;38,0;8,4
41,3;53,0;7,9
31,6;34,0;8,3
46,2;53,0;6,3
30,7;45,0;9,0
11,2;54,0;7,2
11,7;40,0;7,7
81,1;56,0;6,6
40,7;33,0;6,1
31,4;36,0;7,0
23,1;34,0;7,9
51,2;75,0;6,6
84,8;76,0;7,9
25,2;58,0;7,3
87,8;77,0;6,8
45,9;80,0;6,8
,2;52,0;8,8
36,8;50,0;7,6
17,8;53,0;8,7
68,5;56,0;7,4
2,5;37,0;7,8
70,4;49,0;7,8
42,2;43,0;8,6
63,8;32,0;7,4
32,8;63,0;6,2
53,0;69,0;7,3
50,0;75,0;8,4
56,4;68,0;7,1
24,9;62,0;8,9
39,3;34,0;8,4
76,2;77,0;6,7
67,7;82,0;8,6
41,2;48,0;8,2
30,9;72,0;7,9
19,0;33,0;8,2
27,2;50,0;8,5
14,8;48,0;8,9
51,2;52,0;6,4
48,2;48,0;7,7
40,8;60,0;7,5
35,4;43,0;8,8
37,0;43,0;8,0
55,2;82,0;7,2
17,7;84,0;7,6
46,2;37,0;8,1
39,1;63,0;6,9
34,7;38,0;9,0
34,7;41,0;8,1
60,5;74,0;6,3
1,2;58,0;7,3
14,8;55,0;8,6
14,6;79,0;6,4
17,6;55,0;7,4
19,2;51,0;8,2
77,6;75,0;6,4
3,5;64,0;7,6
30,8;78,0;6,6
79,2;72,0;7,7
38,8;47,0;7,5
51,6;78,0;7,3
48,1;37,0;8,2
29,8;41,0;7,1
5,5;72,0;8,6
65,8;60,0;7,9
13,6;39,0;7,7
23,7;80,0;7,0
75,0;76,0;6,8
42,1;49,0;7,9
52,0;80,0;7,8
38,0;39,0;7,0
23,5;40,0;7,4
32,9;60,0;7,1
22,4;35,0;8,8
4,8;57,0;8,7
38,1;62,0;6,0
24,2;48,0;8,9
25,0;39,0;8,4
86,4;59,0;6,9
13,3;43,0;9,0
10,6;37,0;8,9
19,6;36,0;7,6
19,3;34,0;7,4
47,0;38,0;7,2
45,4;71,0;7,0
49,4;36,0;7,9
6,6;58,0;7,4
52,3;72,0;6,1
74,0;45,0;7,2
84,2;54,0;7,6
25,0;54,0;7,4
45,3;47,0;7,8
47,9;42,0;8,4
49,2;62,0;7,9
34,7;59,0;6,7
60,1;77,0;7,8
5,8;57,0;7,9
56,5;64,0;6,6
25,6;53,0;7,1
51,2;59,0;6,1
43,7;56,0;7,2
63,1;63,0;8,0
15,0;58,0;7,6
43,2;34,0;7,0
61,2;69,0;6,1
14,3;73,0;7,3
36,1;58,0;7,0
57,1;79,0;6,6
42,9;61,0;6,5
62,2;84,0;7,7
79,9;36,0;7,1
49,6;72,0;6,1
38,1;36,0;7,5
46,9;34,0;8,3
42,6;79,0;7,7
12,9;83,0;6,8
47,8;45,0;8,0
77,5;67,0;6,5
2,8;54,0;7,8
32,0;75,0;8,0
71,3;52,0;7,6
80,7;65,0;7,9
36,5;51,0;7,0
77,5;64,0;7,1
70,8;80,0;6,3
74,1;58,0;6,5
37,7;43,0;7,7
39,6;75,0;6,7
54,3;55,0;7,7
25,1;55,0;8,0
40,9;53,0;7,8
45,1;63,0;7,4
31,9;40,0;8,6
32,0;33,0;6,1
73,1;53,0;6,2
47,4;54,0;7,1
82,6;52,0;8,5
66,7;80,0;7,0
41,4;48,0;8,4
37,0;59,0;7,3
43,8;40,0;8,8
69,7;83,0;6,5
53,6;81,0;7,6
17,3;39,0;7,3
79,1;53,0;7,0
32,3;75,0;6,6
52,5;52,0;7,3
66,2;81,0;7,2
70,1;53,0;7,9
16,5;67,0;8,5
60,0;80,0;6,2
23,6;47,0;7,7
26,0;48,0;7,1
71,6;51,0;6,8
31,7;55,0;7,4
52,0;55,0;6,1
61,5;83,0;6,8
44,3;60,0;7,5
22,5;51,0;8,0
22,4;37,0;8,9
69,9;60,0;7,1
23,5;56,0;7,2
78,9;67,0;7,6
47,4;46,0;8,0
69,0;63,0;7,7
66,1;67,0;7,1
37,2;61,0;7,3
64,7;54,0;6,3
7,9;33,0;8,6
17,8;33,0;7,3
87,8;58,0;7,1
3,6;37,0;7,4
25,5;58,0;8,3
69,4;79,0;7,1
3,4;51,0;7,5
46,2;59,0;8,9
24,1;59,0;7,7
88,4;57,0;7,3
78,7;49,0;7,3
67,4;80,0;7,5
32,0;56,0;7,9
32,9;54,0;7,3
24,7;38,0;7,2
49,6;35,0;8,5
5,5;61,0;7,4
74,7;36,0;8,7
13,6;34,0;7,2
55,1;50,0;6,5
87,0;58,0;7,9
30,4;50,0;7,8
78,9;65,0;6,7
,3;47,0;8,6
41,6;57,0;8,2
54,5;79,0;7,2
37,3;38,0;8,9
41,0;77,0;6,7
27,3;56,0;7,7
49,3;60,0;7,4
77,1;62,0;6,7
48,5;44,0;7,8
32,5;78,0;7,8
22,1;57,0;6,1
11,9;56,0;7,8
75,7;42,0;7,3
8,8;51,0;8,9
38,6;59,0;7,6
36,6;52,0;7,1
42,6;49,0;7,8
79,9;77,0;6,9
27,4;46,0;8,3
3,4;33,0;7,7
8,8;57,0;7,8
22,9;54,0;7,9
56,0;84,0;7,1
1,9;32,0;9,0
12,2;36,0;8,8
78,8;62,0;7,0
80,5;79,0;7,1
62,0;67,0;7,9
7,4;58,0;7,4
28,3;54,0;8,3
36,9;48,0;7,6
77,4;66,0;6,5
84,3;83,0;6,6
82,3;83,0;6,3
60,0;56,0;8,0
40,0;75,0;7,2
87,0;50,0;6,1
87,0;61,0;6,9
84,9;83,0;7,5
37,6;48,0;7,6
8,2;33,0;8,0
8,9;45,0;7,1
36,6;35,0;7,9
85,5;62,0;6,3
31,4;57,0;7,8
36,9;66,0;7,0
45,7;32,0;7,1
39,2;39,0;6,8
57,2;73,0;7,1
37,4;65,0;8,0
38,8;58,0;7,1
38,5;44,0;8,6
36,3;77,0;7,5
49,4;68,0;6,7
65,4;80,0;7,7
39,8;37,0;9,0
85,0;73,0;7,7
70,8;42,0;7,2
47,1;44,0;9,0
23,8;37,0;8,8
49,0;69,0;7,2
68,5;53,0;7,2
4,2;49,0;8,9
52,0;70,0;8,0
17,6;54,0;7,5
78,8;71,0;8,0
87,8;76,0;6,2
61,4;75,0;6,8
46,1;71,0;7,1
39,1;66,0;7,7
53,2;71,0;7,7
41,2;74,0;7,1
11,0;59,0;7,2
35,0;36,0;7,3
85,6;62,0;8,8
41,7;52,0;6,7
78,4;59,0;6,6
51,8;71,0;7,2
55,4;82,0;6,5
67,9;57,0;7,1
15,2;38,0;7,1
47,5;51,0;8,4
8,8;51,0;8,6
13,6;35,0;7,9
66,6;80,0;6,2
32,6;49,0;6,4
30,9;64,0;7,3
20,7;48,0;7,6
36,7;51,0;7,7
47,8;34,0;7,6
62,9;75,0;6,1
39,9;35,0;7,7
35,0;34,0;8,3
16,3;57,0;6,5
70,9;44,0;7,6
37,5;57,0;7,4
42,4;42,0;8,0
32,8;51,0;7,4
63,9;72,0;6,4
31,0;68,0;7,4
31,0;64,0;6,4
33,4;56,0;8,3
68,8;52,0;6,8
33,9;58,0;7,9
47,1;64,0;7,5
79,4;59,0;7,4
68,9;43,0;9,0
42,0;53,0;6,2
86,9;81,0;6,4
33,3;64,0;7,6
39,2;84,0;7,5
76,7;64,0;6,1
49,3;55,0;7,9
16,8;52,0;8,0
27,3;48,0;7,8
59,9;79,0;7,6
80,0;53,0;6,3
67,3;57,0;6,8
24,4;48,0;7,6
41,7;67,0;6,6
,4;36,0;6,5
36,1;59,0;6,3
12,8;48,0;7,4
16,1;54,0;7,1
10,5;50,0;8,8
49,8;38,0;8,0
44,0;57,0;7,0
34,6;58,0;8,5
10,9;33,0;8,0
46,2;43,0;7,1
62,0;78,0;8,0
36,9;80,0;7,7
78,1;52,0;6,1
35,2;57,0;6,8
32,7;79,0;6,8
14,7;37,0;8,7
15,9;48,0;8,3
6,0;50,0;7,6
26,3;34,0;8,7
59,8;55,0;6,8
71,7;61,0;6,5
51,2;54,0;7,9
1,2;46,0;8,5
39,5;83,0;6,4
81,9;55,0;6,2
19,0;37,0;8,6
2,5;37,0;8,6
37,3;62,0;7,5
28,7;37,0;8,1
64,4;67,0;7,6
25,1;47,0;7,1
32,3;75,0;7,3
47,6;58,0;8,5
42,7;45,0;8,6
15,1;48,0;7,5
89,7;76,0;6,1
61,5;84,0;6,8
35,7;53,0;7,0
47,5;62,0;7,4
53,7;71,0;6,8
89,4;69,0;6,9
49,6;72,0;6,7
64,3;73,0;7,5
41,1;56,0;8,0
52,0;51,0;7,2
49,1;49,0;7,1
61,5;81,0;6,6
6,3;35,0;8,1
30,4;33,0;7,2
32,6;81,0;6,1
31,0;79,0;6,5
24,1;51,0;7,6
2,7;39,0;7,8
39,3;50,0;7,7
18,4;37,0;8,5
42,0;37,0;7,4
70,7;65,0;6,8
65,8;52,0;6,5
83,1;63,0;7,0
17,6;51,0;6,2
49,9;51,0;8,6
28,1;33,0;8,4
70,1;43,0;7,9
47,2;48,0;8,5
82,4;54,0;7,7
13,4;53,0;7,8
34,0;58,0;8,6
61,9;76,0;6,5
59,9;72,0;7,7
33,2;44,0;7,5
5,2;45,0;8,1
76,0;62,0;8,0
65,9;38,0;7,6
30,6;34,0;8,8
50,0;45,0;7,1
60,0;60,0;7,9
44,5;71,0;7,9
31,8;51,0;7,6
27,9;43,0;7,4
77,2;66,0;7,4
56,9;51,0;6,5
62,9;52,0;6,4
14,1;52,0;7,2
77,6;75,0;6,7
33,5;58,0;8,9
41,2;50,0;7,2
64,9;78,0;7,4
30,3;44,0;7,9
22,7;56,0;7,2
20,9;43,0;8,8
86,5;77,0;7,5
86,9;70,0;7,5
43,6;65,0;7,2
14,2;37,0;7,4
36,6;44,0;8,3
34,9;74,0;8,3
46,0;59,0;7,1
59,7;38,0;7,1
57,0;75,0;7,0
52,1;83,0;6,2
46,1;65,0;7,9
67,3;60,0;7,8
68,2;72,0;6,0
34,7;38,0;9,0
80,0;58,0;6,8
69,8;42,0;6,0
58,1;77,0;6,5
55,8;52,0;6,4
55,3;69,0;6,7
30,4;79,0;6,8
47,2;50,0;7,9
56,3;82,0;7,3
5,2;55,0;7,3
38,1;41,0;7,7
42,7;62,0;6,4
47,2;77,0;6,5
13,6;46,0;8,6
77,0;53,0;7,8
55,5;64,0;7,0
16,7;33,0;8,2
49,6;56,0;8,8
30,8;73,0;7,3
49,3;82,0;7,3
49,8;50,0;8,1
62,9;61,0;6,1
64,6;83,0;7,3
59,3;60,0;6,2
47,1;51,0;8,0
23,4;52,0;7,3
27,7;48,0;9,0
72,2;66,0;7,4
81,0;71,0;6,0
62,4;77,0;7,4
49,1;47,0;8,2
43,1;64,0;7,0
43,3;41,0;7,9
15,6;50,0;7,6
42,8;71,0;7,2
47,8;41,0;7,4
32,6;47,0;8,1
43,8;52,0;7,3
32,5;65,0;7,2
5,6;42,0;8,5
55,0;58,0;7,1
19,4;35,0;7,3
87,1;73,0;6,8
44,6;53,0;7,4
7,9;56,0;7,5
8,8;46,0;8,7
42,0;54,0;7,4
65,4;60,0;7,0
49,4;50,0;7,3
68,2;61,0;6,5
40,5;42,0;7,3
36,7;59,0;6,9
20,6;53,0;7,7
32,2;45,0;7,7
58,1;39,0;7,8
47,3;78,0;6,4
63,4;54,0;7,0
41,8;75,0;7,8
79,7;70,0;6,7
86,2;57,0;6,3
42,7;55,0;6,3
40,3;74,0;6,9
6,3;37,0;8,1
49,8;37,0;7,4
86,4;53,0;7,0
64,9;61,0;6,0
35,0;65,0;6,3
61,7;80,0;7,1
64,0;57,0;7,7
33,9;59,0;7,1
39,8;63,0;7,7
6,7;68,0;6,9
36,6;44,0;7,3
36,0;52,0;6,5
55,6;63,0;7,6
34,8;49,0;7,1
62,8;80,0;6,5
8,2;56,0;7,7
74,7;65,0;7,8
39,3;34,0;8,5
35,0;46,0;6,5
85,0;60,0;7,3
9,6;49,0;7,5
39,7;53,0;8,7
76,0;69,0;7,1
75,7;73,0;7,0
68,4;80,0;6,1
16,6;58,0;7,4
77,7;54,0;6,6
63,9;50,0;6,8
50,2;56,0;7,7
,4;43,0;7,2
58,2;80,0;7,1
,3;38,0;8,2
12,6;33,0;7,4
36,2;76,0;7,3
43,1;82,0;6,0
50,6;56,0;7,5
16,4;43,0;7,0
80,9;77,0;7,0
38,2;57,0;7,3
67,5;73,0;6,3
17,2;54,0;6,3
4,4;38,0;7,3
45,4;32,0;8,0
66,8;74,0;7,1
10,1;32,0;7,5
50,2;73,0;7,7
4,4;58,0;8,3
54,7;74,0;6,2
35,3;42,0;7,7
82,9;71,0;6,4
75,5;63,0;7,1
33,8;66,0;7,1
34,9;53,0;6,1
37,7;82,0;7,3
46,1;65,0;6,5
47,3;42,0;7,1
74,0;77,0;6,1
16,9;37,0;7,1
42,2;53,0;8,4
34,2;60,0;7,4
49,6;43,0;7,0
14,7;59,0;7,5
27,2;43,0;8,0
31,5;68,0;6,4
77,8;70,0;6,8
20,5;37,0;8,8
58,6;71,0;6,0
38,4;52,0;7,3
47,8;61,0;7,9
80,3;38,0;7,7
62,5;62,0;6,2
50,3;77,0;6,9
41,1;56,0;8,0
71,1;50,0;8,0
77,7;73,0;7,6
19,7;55,0;7,4
19,4;52,0;8,9
51,8;57,0;7,6
45,9;77,0;6,7
60,2;51,0;6,2
33,9;58,0;7,5
34,5;51,0;6,3
58,5;61,0;6,8
2,6;41,0;8,9
46,4;35,0;6,5
49,6;55,0;7,5
32,8;66,0;6,2
38,7;32,0;7,9
32,0;46,0;8,2
86,7;66,0;7,8
10,9;62,0;8,0
73,6;72,0;6,2
47,8;48,0;8,4
53,0;69,0;6,7
56,6;65,0;6,1
32,2;79,0;7,2
3,6;54,0;7,5
29,2;41,0;8,1
3,0;32,0;7,1
13,2;54,0;7,1
43,6;72,0;6,5
45,6;68,0;7,3
25,3;44,0;8,2
86,3;82,0;6,2
45,7;49,0;7,5
47,0;42,0;7,5
10,7;40,0;7,5
47,0;54,0;8,5
22,9;82,0;7,1
80,8;50,0;6,0
42,3;73,0;6,4
36,9;64,0;6,9
79,7;52,0;7,8
48,4;64,0;6,6
27,5;57,0;8,2
81,8;32,0;6,6
48,6;77,0;7,5
70,6;59,0;6,8
2,8;53,0;8,1
37,4;35,0;7,3
30,4;44,0;7,6
55,6;58,0;6,4
30,2;60,0;8,0
26,5;51,0;7,6
58,4;60,0;7,9
21,9;57,0;8,4
53,1;53,0;7,2
19,4;61,0;6,8
30,4;61,0;7,3
49,3;40,0;7,4
39,5;83,0;7,8
81,8;76,0;7,7
15,6;39,0;8,4
82,2;34,0;7,6
12,1;56,0;8,7
53,0;35,0;6,3
20,0;45,0;7,5
38,7;77,0;7,9
23,9;58,0;7,5
55,4;63,0;7,1
31,7;84,0;6,3
53,4;53,0;6,7
37,4;54,0;8,6
8,2;40,0;9,0
41,0;52,0;7,6
43,2;62,0;6,6
36,1;48,0;8,9
46,7;57,0;7,2
35,8;32,0;7,1
31,0;59,0;6,5
86,5;69,0;7,7
41,6;34,0;7,8
58,3;66,0;7,1
